[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\griffin\2021-03-17_REL606_NCM3722_turnover\batch_3172021_004_023.lcd
Output Date,3/18/2021
Output Time,8:11:22 AM

[File Information]
Type,Data File
Generated,3/18/2021 7:26:03 AM
Generated by,System Administrator
Modified,3/18/2021 8:11:22 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,3/18/2021 7:26:21 AM
Sample Type,1:Standard
Level,4
Sample Name,2021-03-17_calibration_sample12_004
Sample ID,004
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,13
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\griffin\2021-03-17_REL606_NCM3722_turnover\batch_3172021_004_023.lcd
Method File,C:\LabSolutions\Data\Project1\organicacidsetc2.lcm
Batch File,C:\Users\cremerlab\Desktop\griffin\2021-03-17_REL606_NCM3722_turnover\batch.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector B-Ch1)]
Interval(msec),500
# of Points,5401
Start Time(min),0.000
End Time(min),45.000
Intensity Units,mV
Intensity Multiplier,0.001
R.Time (min),Intensity
0.00000,-4
0.00833,-4
0.01667,-1
0.02500,0
0.03333,-1
0.04167,-3
0.05000,-4
0.05833,-6
0.06667,-7
0.07500,-7
0.08333,-6
0.09167,-6
0.10000,-5
0.10833,-4
0.11667,-3
0.12500,-3
0.13333,-2
0.14167,-2
0.15000,-2
0.15833,-2
0.16667,-2
0.17500,-2
0.18333,-3
0.19167,-3
0.20000,-3
0.20833,-3
0.21667,-3
0.22500,-3
0.23333,-3
0.24167,-2
0.25000,-2
0.25833,-2
0.26667,-2
0.27500,-2
0.28333,-2
0.29167,-2
0.30000,-2
0.30833,-3
0.31667,-3
0.32500,-3
0.33333,-3
0.34167,-4
0.35000,-5
0.35833,-5
0.36667,-5
0.37500,-5
0.38333,-5
0.39167,-5
0.40000,-5
0.40833,-5
0.41667,-5
0.42500,-5
0.43333,-6
0.44167,-6
0.45000,-7
0.45833,-7
0.46667,-7
0.47500,-7
0.48333,-7
0.49167,-7
0.50000,-7
0.50833,-7
0.51667,-7
0.52500,-7
0.53333,-7
0.54167,-6
0.55000,-6
0.55833,-5
0.56667,-4
0.57500,-3
0.58333,-3
0.59167,-2
0.60000,-2
0.60833,-2
0.61667,-2
0.62500,-3
0.63333,-4
0.64167,-6
0.65000,-7
0.65833,-9
0.66667,-11
0.67500,-13
0.68333,-15
0.69167,-17
0.70000,-18
0.70833,-19
0.71667,-19
0.72500,-20
0.73333,-20
0.74167,-20
0.75000,-20
0.75833,-20
0.76667,-20
0.77500,-20
0.78333,-20
0.79167,-20
0.80000,-20
0.80833,-19
0.81667,-19
0.82500,-19
0.83333,-19
0.84167,-18
0.85000,-18
0.85833,-18
0.86667,-17
0.87500,-17
0.88333,-16
0.89167,-16
0.90000,-16
0.90833,-16
0.91667,-16
0.92500,-16
0.93333,-16
0.94167,-16
0.95000,-16
0.95833,-15
0.96667,-15
0.97500,-15
0.98333,-15
0.99167,-16
1.00000,-16
1.00833,-16
1.01667,-16
1.02500,-16
1.03333,-16
1.04167,-16
1.05000,-16
1.05833,-16
1.06667,-16
1.07500,-17
1.08333,-17
1.09167,-17
1.10000,-17
1.10833,-17
1.11667,-17
1.12500,-17
1.13333,-18
1.14167,-18
1.15000,-18
1.15833,-18
1.16667,-18
1.17500,-18
1.18333,-18
1.19167,-18
1.20000,-19
1.20833,-19
1.21667,-20
1.22500,-19
1.23333,-19
1.24167,-19
1.25000,-20
1.25833,-20
1.26667,-20
1.27500,-20
1.28333,-21
1.29167,-21
1.30000,-21
1.30833,-21
1.31667,-21
1.32500,-22
1.33333,-22
1.34167,-22
1.35000,-22
1.35833,-22
